state_fips,county_fips,bus.bank,bank,time,adopt,NAME.x,pop,NAME.y,unemployment
26,26079,1,39,3,16,"Kalkaska County, Michigan",17939,"Kalkaska County, Michigan",5.922058074375955
26,26081,29,1102,3,16,"Kent County, Michigan",657974,"Kent County, Michigan",4.598307918046698
26,26085,0,16,3,16,"Lake County, Michigan",12096,"Lake County, Michigan",5.797795879252516
26,26089,2,13,3,16,"Leelanau County, Michigan",22301,"Leelanau County, Michigan",4.147012578616352
26,26095,0,6,3,16,"Luce County, Michigan",5339,"Luce County, Michigan",6.640454346876365
26,26097,0,13,3,16,"Mackinac County, Michigan",10834,"Mackinac County, Michigan",9.22486879289463
26,26101,1,45,3,16,"Manistee County, Michigan",25032,"Manistee County, Michigan",7.296055151283033
26,26103,2,69,3,16,"Marquette County, Michigan",66017,"Marquette County, Michigan",5.833000399520575
26,26105,1,29,3,16,"Mason County, Michigan",29052,"Mason County, Michigan",4.5185746777862015
26,26107,1,53,3,16,"Mecosta County, Michigan",39714,"Mecosta County, Michigan",6.202058942268874
26,26109,1,35,3,16,"Menominee County, Michigan",23502,"Menominee County, Michigan",5.374911158493248
26,26113,1,22,3,16,"Missaukee County, Michigan",15052,"Missaukee County, Michigan",7.85393421243298
26,26117,2,117,3,16,"Montcalm County, Michigan",66614,"Montcalm County, Michigan",4.047425808955856
26,26121,2,321,3,16,"Muskegon County, Michigan",175824,"Muskegon County, Michigan",7.208744915746659
26,26123,5,72,3,16,"Newaygo County, Michigan",49978,"Newaygo County, Michigan",5.210622710622711
26,26127,2,20,3,16,"Oceana County, Michigan",26659,"Oceana County, Michigan",5.965981213505966
26,26131,0,7,3,16,"Ontonagon County, Michigan",5816,"Ontonagon County, Michigan",5.934997644842205
26,26133,1,29,3,16,"Osceola County, Michigan",22891,"Osceola County, Michigan",7.6135898485468685
26,26137,0,1,3,16,"Otsego County, Michigan",25091,"Otsego County, Michigan",5.65653134024121
26,26139,16,362,3,16,"Ottawa County, Michigan",296200,"Ottawa County, Michigan",4.030112022366
26,26143,0,1,3,16,"Roscommon County, Michigan",23459,"Roscommon County, Michigan",8.362248438584317
26,26149,1,163,3,16,"St. Joseph County, Michigan",60939,"St. Joseph County, Michigan",4.208104999661728
26,26153,1,6,3,16,"Schoolcraft County, Michigan",8047,"Schoolcraft County, Michigan",7.425294295200724
26,26155,0,2,3,16,"Shiawassee County, Michigan",68094,"Shiawassee County, Michigan",3.9516981132075473
26,26159,4,188,3,16,"Van Buren County, Michigan",75587,"Van Buren County, Michigan",5.160394314035183
26,26165,0,61,3,16,"Wexford County, Michigan",33673,"Wexford County, Michigan",6.0681357483816125
26,26049,0,1,3,16,"Genesee County, Michigan",406211,"Genesee County, Michigan",8.936870179024865
26,26093,0,1,3,16,"Livingston County, Michigan",193866,"Livingston County, Michigan",3.8488101345751606
26,26115,0,2,3,16,"Monroe County, Michigan",154809,"Monroe County, Michigan",4.954200329649544
39,39003,9,234,3,0,"Allen County, Ohio",102206,"Allen County, Ohio",5.637817721118061
39,39005,3,136,3,0,"Ashland County, Ohio",52447,"Ashland County, Ohio",3.783158601649069
39,39007,6,328,3,0,"Ashtabula County, Ohio",97574,"Ashtabula County, Ohio",7.159137530200119
39,39011,3,87,3,0,"Auglaize County, Ohio",46422,"Auglaize County, Ohio",3.292489789113945
39,39017,0,1,3,0,"Butler County, Ohio",390357,"Butler County, Ohio",4.932786102107594
39,39019,1,86,3,0,"Carroll County, Ohio",26721,"Carroll County, Ohio",3.6977620919226757
39,39029,3,441,3,0,"Columbiana County, Ohio",101877,"Columbiana County, Ohio",5.967171301629094
39,39031,0,1,3,0,"Coshocton County, Ohio",36612,"Coshocton County, Ohio",6.11792876384316
39,39033,0,148,3,0,"Crawford County, Ohio",42025,"Crawford County, Ohio",5.4723357038382
39,39035,81,5636,3,0,"Cuyahoga County, Ohio",1264817,"Cuyahoga County, Ohio",7.446165258397409
39,39037,0,1,3,0,"Darke County, Ohio",51881,"Darke County, Ohio",2.7339766219502626
39,39039,0,77,3,0,"Defiance County, Ohio",38286,"Defiance County, Ohio",4.412207609677743
39,39043,2,259,3,0,"Erie County, Ohio",75622,"Erie County, Ohio",5.690197425800143
39,39049,0,2,3,0,"Franklin County, Ohio",1323807,"Franklin County, Ohio",4.847732720804598
39,39051,0,77,3,0,"Fulton County, Ohio",42713,"Fulton County, Ohio",4.417632974977701
39,39055,9,135,3,0,"Geauga County, Ohio",95397,"Geauga County, Ohio",2.776082977425259
39,39063,3,197,3,0,"Hancock County, Ohio",74920,"Hancock County, Ohio",3.6787604121832036
39,39065,0,75,3,0,"Hardin County, Ohio",30696,"Hardin County, Ohio",5.073563370060039
39,39067,0,1,3,0,"Harrison County, Ohio",14483,"Harrison County, Ohio",5.93671679197995
39,39069,1,47,3,0,"Henry County, Ohio",27662,"Henry County, Ohio",4.513888888888889
39,39075,3,38,3,0,"Holmes County, Ohio",44223,"Holmes County, Ohio",2.3272869505695986
39,39077,0,170,3,0,"Huron County, Ohio",58565,"Huron County, Ohio",4.658634538152611
39,39081,0,1,3,0,"Jefferson County, Ohio",65249,"Jefferson County, Ohio",5.609854063462311
39,39085,22,807,3,0,"Lake County, Ohio",232603,"Lake County, Ohio",4.786589087358099
39,39091,0,1,3,0,"Logan County, Ohio",46150,"Logan County, Ohio",4.472111106117129
39,39093,12,1021,3,0,"Lorain County, Ohio",312964,"Lorain County, Ohio",4.893192746577032
39,39095,39,1623,3,0,"Lucas County, Ohio",431279,"Lucas County, Ohio",7.170929767999331
39,39099,12,1005,3,0,"Mahoning County, Ohio",228614,"Mahoning County, Ohio",7.91960401979901
